Timestamp,Dispensing Rate (L/min),Status
2024-09-26 13:58:54,2.0,NORMAL
2024-09-26 14:13:54,2.02,NORMAL
2024-09-26 14:28:54,2.81,ANOMALOUS
2024-09-26 14:43:54,2.07,NORMAL
2024-09-26 14:58:54,2.1,NORMAL
2024-09-26 15:13:54,2.12,NORMAL
2024-09-26 15:28:54,2.14,NORMAL
2024-09-26 15:43:54,2.15,NORMAL
2024-09-26 15:58:54,2.17,NORMAL
2024-09-26 16:13:54,2.18,NORMAL
2024-09-26 16:28:54,3.08,ANOMALOUS
2024-09-26 16:43:54,2.2,NORMAL
2024-09-26 16:58:54,2.2,NORMAL
2024-09-26 17:13:54,2.2,NORMAL
2024-09-26 17:28:54,1.11,ANOMALOUS
2024-09-26 17:43:54,2.19,NORMAL
2024-09-26 17:58:54,2.18,NORMAL
2024-09-26 18:13:54,2.17,NORMAL
2024-09-26 18:28:54,2.16,NORMAL
2024-09-26 18:43:54,2.14,NORMAL
2024-09-26 18:58:54,2.12,NORMAL
2024-09-26 19:13:54,1.35,ANOMALOUS
2024-09-26 19:28:54,2.08,NORMAL
2024-09-26 19:43:54,2.05,NORMAL
2024-09-26 19:58:54,2.03,NORMAL
2024-09-26 20:13:54,2.0,NORMAL
2024-09-26 20:28:54,1.98,NORMAL
2024-09-26 20:43:54,1.95,NORMAL
2024-09-26 20:58:54,1.93,NORMAL
2024-09-26 21:13:54,1.91,NORMAL
2024-09-26 21:28:54,1.89,NORMAL
2024-09-26 21:43:54,1.87,NORMAL
2024-09-26 21:58:54,1.85,NORMAL
2024-09-26 22:13:54,1.83,NORMAL
2024-09-26 22:28:54,1.82,NORMAL
2024-09-26 22:43:54,1.38,ANOMALOUS
2024-09-26 22:58:54,1.8,NORMAL
2024-09-26 23:13:54,1.8,NORMAL
2024-09-26 23:28:54,1.8,NORMAL
2024-09-26 23:43:54,1.8,NORMAL
2024-09-26 23:58:54,1.81,NORMAL
2024-09-27 00:13:54,1.82,NORMAL
2024-09-27 00:28:54,1.83,NORMAL
2024-09-27 00:43:54,1.84,NORMAL
2024-09-27 00:58:54,1.86,NORMAL
2024-09-27 01:13:54,1.88,NORMAL
2024-09-27 01:28:54,1.9,NORMAL
2024-09-27 01:43:54,1.92,NORMAL
2024-09-27 01:58:54,1.94,NORMAL
2024-09-27 02:13:54,1.97,NORMAL
2024-09-27 02:28:54,1.99,NORMAL
2024-09-27 02:43:54,2.02,NORMAL
2024-09-27 02:58:54,2.04,NORMAL
2024-09-27 03:13:54,2.07,NORMAL
2024-09-27 03:28:54,2.09,NORMAL
2024-09-27 03:43:54,2.11,NORMAL
2024-09-27 03:58:54,2.13,NORMAL
2024-09-27 04:13:54,2.15,NORMAL
2024-09-27 04:28:54,2.16,NORMAL
2024-09-27 04:43:54,2.18,NORMAL
2024-09-27 04:58:54,2.19,NORMAL
2024-09-27 05:13:54,2.19,NORMAL
2024-09-27 05:28:54,2.2,NORMAL
2024-09-27 05:43:54,2.2,NORMAL
2024-09-27 05:58:54,2.2,NORMAL
2024-09-27 06:13:54,2.19,NORMAL
2024-09-27 06:28:54,2.18,NORMAL
2024-09-27 06:43:54,2.17,NORMAL
2024-09-27 06:58:54,2.16,NORMAL
2024-09-27 07:13:54,1.89,NORMAL
2024-09-27 07:28:54,2.12,NORMAL
2024-09-27 07:43:54,2.1,NORMAL
2024-09-27 07:58:54,2.08,NORMAL
2024-09-27 08:13:54,2.06,NORMAL
2024-09-27 08:28:54,2.03,NORMAL
2024-09-27 08:43:54,2.01,NORMAL
2024-09-27 08:58:54,1.98,NORMAL
2024-09-27 09:13:54,1.96,NORMAL
2024-09-27 09:28:54,1.94,NORMAL
2024-09-27 09:43:54,1.91,NORMAL
2024-09-27 09:58:54,1.89,NORMAL
2024-09-27 10:13:54,1.87,NORMAL
2024-09-27 10:28:54,1.85,NORMAL
2024-09-27 10:43:54,1.84,NORMAL
2024-09-27 10:58:54,1.82,NORMAL
2024-09-27 11:13:54,1.81,NORMAL
2024-09-27 11:28:54,1.81,NORMAL
2024-09-27 11:43:54,1.8,NORMAL
2024-09-27 11:58:54,1.8,NORMAL
2024-09-27 12:13:54,1.8,NORMAL
2024-09-27 12:28:54,1.81,NORMAL
2024-09-27 12:43:54,1.81,NORMAL
2024-09-27 12:58:54,1.82,NORMAL
2024-09-27 13:13:54,1.84,NORMAL
2024-09-27 13:28:54,1.85,NORMAL
2024-09-27 13:43:54,1.87,NORMAL
2024-09-27 13:58:54,1.89,NORMAL
2024-09-27 14:13:54,1.91,NORMAL
2024-09-27 14:28:54,1.94,NORMAL
2024-09-27 14:43:54,1.96,NORMAL
2024-09-27 14:58:54,1.99,NORMAL
2024-09-27 15:13:54,2.01,NORMAL
2024-09-27 15:28:54,2.04,NORMAL
2024-09-27 15:43:54,2.06,NORMAL
2024-09-27 15:58:54,2.08,NORMAL
2024-09-27 16:13:54,2.11,NORMAL
2024-09-27 16:28:54,2.13,NORMAL
2024-09-27 16:43:54,2.14,NORMAL
2024-09-27 16:58:54,2.16,NORMAL
2024-09-27 17:13:54,2.17,NORMAL
2024-09-27 17:28:54,2.19,NORMAL
2024-09-27 17:43:54,2.19,NORMAL
2024-09-27 17:58:54,2.2,NORMAL
2024-09-27 18:13:54,2.2,NORMAL
2024-09-27 18:28:54,2.2,NORMAL
2024-09-27 18:43:54,2.19,NORMAL
2024-09-27 18:58:54,2.19,NORMAL
2024-09-27 19:13:54,2.18,NORMAL
2024-09-27 19:28:54,2.16,NORMAL
2024-09-27 19:43:54,2.15,NORMAL
2024-09-27 19:58:54,2.13,NORMAL
2024-09-27 20:13:54,2.11,NORMAL
2024-09-27 20:28:54,3.03,ANOMALOUS
2024-09-27 20:43:54,2.07,NORMAL
2024-09-27 20:58:54,2.04,NORMAL
2024-09-27 21:13:54,2.03,NORMAL
2024-09-27 21:28:54,1.99,NORMAL
2024-09-27 21:43:54,1.97,NORMAL
2024-09-27 21:58:54,1.54,NORMAL
2024-09-27 22:13:54,1.92,NORMAL
2024-09-27 22:28:54,1.9,NORMAL
2024-09-27 22:43:54,1.88,NORMAL
2024-09-27 22:58:54,1.86,NORMAL
2024-09-27 23:13:54,1.84,NORMAL
2024-09-27 23:28:54,1.83,NORMAL
2024-09-27 23:43:54,1.82,NORMAL
2024-09-27 23:58:54,2.66,ANOMALOUS
2024-09-28 00:13:54,1.8,NORMAL
2024-09-28 00:28:54,1.8,NORMAL
2024-09-28 00:43:54,1.85,NORMAL
2024-09-28 00:58:54,1.8,NORMAL
2024-09-28 01:13:54,1.81,NORMAL
2024-09-28 01:28:54,1.82,NORMAL
2024-09-28 01:43:54,1.83,NORMAL
2024-09-28 01:58:54,1.85,NORMAL
2024-09-28 02:13:54,1.87,NORMAL
2024-09-28 02:28:54,1.89,NORMAL
2024-09-28 02:43:54,1.91,NORMAL
2024-09-28 02:58:54,1.01,ANOMALOUS
2024-09-28 03:13:54,1.96,NORMAL
2024-09-28 03:28:54,1.98,NORMAL
2024-09-28 03:43:54,2.01,NORMAL
2024-09-28 03:58:54,2.03,NORMAL
2024-09-28 04:13:54,2.05,NORMAL
2024-09-28 04:28:54,2.08,NORMAL
2024-09-28 04:43:54,2.1,NORMAL
2024-09-28 04:58:54,2.12,NORMAL
2024-09-28 05:13:54,1.56,NORMAL
2024-09-28 05:28:54,2.16,NORMAL
2024-09-28 05:43:54,2.17,NORMAL
2024-09-28 05:58:54,2.18,NORMAL
2024-09-28 06:13:54,2.19,NORMAL
2024-09-28 06:28:54,2.2,NORMAL
2024-09-28 06:43:54,2.2,NORMAL
2024-09-28 06:58:54,2.2,NORMAL
2024-09-28 07:13:54,2.2,NORMAL
2024-09-28 07:28:54,2.19,NORMAL
2024-09-28 07:43:54,2.18,NORMAL
2024-09-28 07:58:54,2.17,NORMAL
2024-09-28 08:13:54,2.15,NORMAL
2024-09-28 08:28:54,2.14,NORMAL
2024-09-28 08:43:54,2.12,NORMAL
2024-09-28 08:58:54,2.09,NORMAL
2024-09-28 09:13:54,2.07,NORMAL
2024-09-28 09:28:54,2.05,NORMAL
2024-09-28 09:43:54,2.02,NORMAL
2024-09-28 09:58:54,2.0,NORMAL
2024-09-28 10:13:54,1.97,NORMAL
2024-09-28 10:28:54,1.95,NORMAL
2024-09-28 10:43:54,1.93,NORMAL
2024-09-28 10:58:54,1.9,NORMAL
2024-09-28 11:13:54,1.88,NORMAL
2024-09-28 11:28:54,1.86,NORMAL
2024-09-28 11:43:54,1.85,NORMAL
2024-09-28 11:58:54,1.83,NORMAL
2024-09-28 12:13:54,1.82,NORMAL
2024-09-28 12:28:54,1.56,NORMAL
2024-09-28 12:43:54,1.8,NORMAL
2024-09-28 12:58:54,1.8,NORMAL
2024-09-28 13:13:54,1.8,NORMAL
2024-09-28 13:28:54,1.22,ANOMALOUS
2024-09-28 13:43:54,1.81,NORMAL
2024-09-28 13:58:54,1.82,NORMAL
2024-09-28 14:13:54,1.83,NORMAL
2024-09-28 14:28:54,1.05,ANOMALOUS
2024-09-28 14:43:54,1.86,NORMAL
2024-09-28 14:58:54,1.88,NORMAL
2024-09-28 15:13:54,1.9,NORMAL
2024-09-28 15:28:54,1.93,NORMAL
2024-09-28 15:43:54,1.95,NORMAL
2024-09-28 15:58:54,1.97,NORMAL
2024-09-28 16:13:54,2.0,NORMAL
2024-09-28 16:28:54,2.02,NORMAL
2024-09-28 16:43:54,2.05,NORMAL
2024-09-28 16:58:54,2.07,NORMAL
2024-09-28 17:13:54,2.09,NORMAL
2024-09-28 17:28:54,2.49,NORMAL
2024-09-28 17:43:54,1.75,NORMAL
2024-09-28 17:58:54,2.15,NORMAL
2024-09-28 18:13:54,2.17,NORMAL
2024-09-28 18:28:54,2.18,NORMAL
2024-09-28 18:43:54,2.19,NORMAL
2024-09-28 18:58:54,2.2,NORMAL
2024-09-28 19:13:54,2.2,NORMAL
2024-09-28 19:28:54,2.2,NORMAL
2024-09-28 19:43:54,1.83,NORMAL
2024-09-28 19:58:54,2.19,NORMAL
2024-09-28 20:13:54,2.18,NORMAL
2024-09-28 20:28:54,2.17,NORMAL
2024-09-28 20:43:54,2.16,NORMAL
2024-09-28 20:58:54,2.14,NORMAL
2024-09-28 21:13:54,2.12,NORMAL
2024-09-28 21:28:54,2.1,NORMAL
2024-09-28 21:43:54,2.08,NORMAL
2024-09-28 21:58:54,2.05,NORMAL
2024-09-28 22:13:54,2.03,NORMAL
2024-09-28 22:28:54,2.0,NORMAL
2024-09-28 22:43:54,1.98,NORMAL
2024-09-28 22:58:54,1.96,NORMAL
2024-09-28 23:13:54,1.93,NORMAL
2024-09-28 23:28:54,1.91,NORMAL
2024-09-28 23:43:54,1.89,NORMAL
2024-09-28 23:58:54,1.87,NORMAL
2024-09-29 00:13:54,1.85,NORMAL
2024-09-29 00:28:54,1.83,NORMAL
2024-09-29 00:43:54,1.82,NORMAL
2024-09-29 00:58:54,1.81,NORMAL
2024-09-29 01:13:54,1.8,NORMAL
2024-09-29 01:28:54,1.8,NORMAL
2024-09-29 01:43:54,1.8,NORMAL
2024-09-29 01:58:54,1.8,NORMAL
2024-09-29 02:13:54,1.81,NORMAL
2024-09-29 02:28:54,1.82,NORMAL
2024-09-29 02:43:54,1.83,NORMAL
2024-09-29 02:58:54,1.84,NORMAL
2024-09-29 03:13:54,1.86,NORMAL
2024-09-29 03:28:54,1.88,NORMAL
2024-09-29 03:43:54,1.9,NORMAL
2024-09-29 03:58:54,1.92,NORMAL
2024-09-29 04:13:54,1.94,NORMAL
2024-09-29 04:28:54,1.97,NORMAL
2024-09-29 04:43:54,1.99,NORMAL
2024-09-29 04:58:54,2.02,NORMAL
2024-09-29 05:13:54,2.04,NORMAL
2024-09-29 05:28:54,2.07,NORMAL
2024-09-29 05:43:54,2.09,NORMAL
2024-09-29 05:58:54,2.11,NORMAL
2024-09-29 06:13:54,2.13,NORMAL
2024-09-29 06:28:54,2.15,NORMAL
2024-09-29 06:43:54,2.16,NORMAL
2024-09-29 06:58:54,2.18,NORMAL
2024-09-29 07:13:54,2.19,NORMAL
2024-09-29 07:28:54,2.19,NORMAL
2024-09-29 07:43:54,2.2,NORMAL
2024-09-29 07:58:54,2.2,NORMAL
2024-09-29 08:13:54,2.2,NORMAL
2024-09-29 08:28:54,2.19,NORMAL
2024-09-29 08:43:54,2.19,NORMAL
2024-09-29 08:58:54,1.58,NORMAL
2024-09-29 09:13:54,2.16,NORMAL
2024-09-29 09:28:54,2.14,NORMAL
2024-09-29 09:43:54,2.13,NORMAL
2024-09-29 09:58:54,2.11,NORMAL
2024-09-29 10:13:54,2.08,NORMAL
2024-09-29 10:28:54,2.06,NORMAL
2024-09-29 10:43:54,2.04,NORMAL
2024-09-29 10:58:54,2.01,NORMAL
2024-09-29 11:13:54,1.99,NORMAL
2024-09-29 11:28:54,1.96,NORMAL
2024-09-29 11:43:54,1.94,NORMAL
2024-09-29 11:58:54,1.91,NORMAL
2024-09-29 12:13:54,1.89,NORMAL
2024-09-29 12:28:54,1.87,NORMAL
2024-09-29 12:43:54,1.85,NORMAL
2024-09-29 12:58:54,1.84,NORMAL
2024-09-29 13:13:54,1.82,NORMAL
2024-09-29 13:28:54,1.81,NORMAL
2024-09-29 13:43:54,1.81,NORMAL
2024-09-29 13:58:54,1.8,NORMAL
2024-09-29 14:13:54,1.8,NORMAL
2024-09-29 14:28:54,1.8,NORMAL
2024-09-29 14:43:54,1.81,NORMAL
2024-09-29 14:58:54,1.81,NORMAL
2024-09-29 15:13:54,2.03,NORMAL
2024-09-29 15:28:54,1.84,NORMAL
2024-09-29 15:43:54,1.85,NORMAL
2024-09-29 15:58:54,1.87,NORMAL
2024-09-29 16:13:54,1.89,NORMAL
2024-09-29 16:28:54,2.22,NORMAL
2024-09-29 16:43:54,1.94,NORMAL
2024-09-29 16:58:54,1.96,NORMAL
2024-09-29 17:13:54,1.99,NORMAL
2024-09-29 17:28:54,2.01,NORMAL
2024-09-29 17:43:54,2.03,NORMAL
2024-09-29 17:58:54,2.06,NORMAL
2024-09-29 18:13:54,2.08,NORMAL
2024-09-29 18:28:54,2.1,NORMAL
2024-09-29 18:43:54,2.13,NORMAL
2024-09-29 18:58:54,2.14,NORMAL
2024-09-29 19:13:54,2.16,NORMAL
2024-09-29 19:28:54,2.17,NORMAL
2024-09-29 19:43:54,2.18,NORMAL
2024-09-29 19:58:54,2.19,NORMAL
2024-09-29 20:13:54,2.2,NORMAL
2024-09-29 20:28:54,2.2,NORMAL
2024-09-29 20:43:54,2.2,NORMAL
2024-09-29 20:58:54,2.19,NORMAL
2024-09-29 21:13:54,2.19,NORMAL
2024-09-29 21:28:54,2.18,NORMAL
2024-09-29 21:43:54,2.16,NORMAL
2024-09-29 21:58:54,2.15,NORMAL
2024-09-29 22:13:54,2.13,NORMAL
2024-09-29 22:28:54,2.11,NORMAL
2024-09-29 22:43:54,2.09,NORMAL
2024-09-29 22:58:54,2.07,NORMAL
2024-09-29 23:13:54,2.04,NORMAL
2024-09-29 23:28:54,2.02,NORMAL
2024-09-29 23:43:54,1.99,NORMAL
2024-09-29 23:58:54,1.97,NORMAL
2024-09-30 00:13:54,1.82,NORMAL
2024-09-30 00:28:54,1.92,NORMAL
2024-09-30 00:43:54,1.9,NORMAL
2024-09-30 00:58:54,1.88,NORMAL
2024-09-30 01:13:54,1.86,NORMAL
2024-09-30 01:28:54,1.84,NORMAL
2024-09-30 01:43:54,1.83,NORMAL
2024-09-30 01:58:54,1.82,NORMAL
2024-09-30 02:13:54,1.81,NORMAL
2024-09-30 02:28:54,1.8,NORMAL
2024-09-30 02:43:54,1.8,NORMAL
2024-09-30 02:58:54,1.8,NORMAL
2024-09-30 03:13:54,1.8,NORMAL
2024-09-30 03:28:54,1.81,NORMAL
2024-09-30 03:43:54,1.82,NORMAL
2024-09-30 03:58:54,1.83,NORMAL
2024-09-30 04:13:54,1.85,NORMAL
2024-09-30 04:28:54,1.87,NORMAL
2024-09-30 04:43:54,1.89,NORMAL
2024-09-30 04:58:54,2.56,ANOMALOUS
2024-09-30 05:13:54,1.79,NORMAL
2024-09-30 05:28:54,1.95,NORMAL
2024-09-30 05:43:54,1.08,ANOMALOUS
2024-09-30 05:58:54,2.0,NORMAL
2024-09-30 06:13:54,2.03,NORMAL
2024-09-30 06:28:54,2.05,NORMAL
2024-09-30 06:43:54,2.08,NORMAL
2024-09-30 06:58:54,2.1,NORMAL
2024-09-30 07:13:54,2.12,NORMAL
2024-09-30 07:28:54,2.14,NORMAL
2024-09-30 07:43:54,2.16,NORMAL
2024-09-30 07:58:54,2.17,NORMAL
2024-09-30 08:13:54,2.18,NORMAL
2024-09-30 08:28:54,2.19,NORMAL
2024-09-30 08:43:54,2.2,NORMAL
2024-09-30 08:58:54,2.2,NORMAL
2024-09-30 09:13:54,2.2,NORMAL
2024-09-30 09:28:54,2.2,NORMAL
2024-09-30 09:43:54,2.19,NORMAL
2024-09-30 09:58:54,2.18,NORMAL
2024-09-30 10:13:54,2.17,NORMAL
2024-09-30 10:28:54,2.15,NORMAL
2024-09-30 10:43:54,1.17,ANOMALOUS
2024-09-30 10:58:54,2.12,NORMAL
2024-09-30 11:13:54,2.1,NORMAL
2024-09-30 11:28:54,2.07,NORMAL
2024-09-30 11:43:54,2.56,ANOMALOUS
2024-09-30 11:58:54,2.02,NORMAL
2024-09-30 12:13:54,2.0,NORMAL
2024-09-30 12:28:54,1.97,NORMAL
2024-09-30 12:43:54,1.95,NORMAL
2024-09-30 12:58:54,1.93,NORMAL
2024-09-30 13:13:54,1.9,NORMAL
2024-09-30 13:28:54,1.88,NORMAL
2024-09-30 13:43:54,1.86,NORMAL
2024-09-30 13:58:54,1.85,NORMAL
2024-09-30 14:13:54,1.83,NORMAL
2024-09-30 14:28:54,1.82,NORMAL
2024-09-30 14:43:54,1.81,NORMAL
2024-09-30 14:58:54,1.8,NORMAL
2024-09-30 15:13:54,1.8,NORMAL
2024-09-30 15:28:54,1.8,NORMAL
2024-09-30 15:43:54,1.8,NORMAL
2024-09-30 15:58:54,1.81,NORMAL
2024-09-30 16:13:54,1.82,NORMAL
2024-09-30 16:28:54,1.11,ANOMALOUS
2024-09-30 16:43:54,1.84,NORMAL
2024-09-30 16:58:54,1.86,NORMAL
2024-09-30 17:13:54,1.88,NORMAL
2024-09-30 17:28:54,1.9,NORMAL
2024-09-30 17:43:54,1.92,NORMAL
2024-09-30 17:58:54,1.95,NORMAL
2024-09-30 18:13:54,1.52,NORMAL
2024-09-30 18:28:54,2.0,NORMAL
2024-09-30 18:43:54,2.02,NORMAL
2024-09-30 18:58:54,2.05,NORMAL
2024-09-30 19:13:54,2.07,NORMAL
2024-09-30 19:28:54,2.09,NORMAL
2024-09-30 19:43:54,2.11,NORMAL
2024-09-30 19:58:54,2.13,NORMAL
2024-09-30 20:13:54,2.15,NORMAL
2024-09-30 20:28:54,2.17,NORMAL
2024-09-30 20:43:54,1.7,NORMAL
2024-09-30 20:58:54,2.19,NORMAL
2024-09-30 21:13:54,2.2,NORMAL
2024-09-30 21:28:54,2.2,NORMAL
2024-09-30 21:43:54,2.2,NORMAL
2024-09-30 21:58:54,2.2,NORMAL
2024-09-30 22:13:54,2.19,NORMAL
2024-09-30 22:28:54,2.18,NORMAL
2024-09-30 22:43:54,2.17,NORMAL
2024-09-30 22:58:54,2.16,NORMAL
2024-09-30 23:13:54,2.14,NORMAL
2024-09-30 23:28:54,2.12,NORMAL
2024-09-30 23:43:54,2.1,NORMAL
2024-09-30 23:58:54,2.08,NORMAL
2024-10-01 00:13:54,2.06,NORMAL
2024-10-01 00:28:54,2.03,NORMAL
2024-10-01 00:43:54,2.01,NORMAL
2024-10-01 00:58:54,1.98,NORMAL
2024-10-01 01:13:54,1.96,NORMAL
2024-10-01 01:28:54,1.93,NORMAL
2024-10-01 01:43:54,1.91,NORMAL
2024-10-01 01:58:54,1.89,NORMAL
2024-10-01 02:13:54,1.87,NORMAL
2024-10-01 02:28:54,1.85,NORMAL
2024-10-01 02:43:54,1.84,NORMAL
2024-10-01 02:58:54,1.82,NORMAL
2024-10-01 03:13:54,1.81,NORMAL
2024-10-01 03:28:54,1.81,NORMAL
2024-10-01 03:43:54,1.8,NORMAL
2024-10-01 03:58:54,1.8,NORMAL
2024-10-01 04:13:54,1.8,NORMAL
2024-10-01 04:28:54,1.81,NORMAL
2024-10-01 04:43:54,1.82,NORMAL
2024-10-01 04:58:54,1.83,NORMAL
2024-10-01 05:13:54,1.84,NORMAL
2024-10-01 05:28:54,1.86,NORMAL
2024-10-01 05:43:54,1.88,NORMAL
2024-10-01 05:58:54,1.9,NORMAL
2024-10-01 06:13:54,1.92,NORMAL
2024-10-01 06:28:54,1.94,NORMAL
2024-10-01 06:43:54,1.97,NORMAL
2024-10-01 06:58:54,1.99,NORMAL
2024-10-01 07:13:54,2.02,NORMAL
2024-10-01 07:28:54,2.04,NORMAL
2024-10-01 07:43:54,2.06,NORMAL
2024-10-01 07:58:54,2.09,NORMAL
2024-10-01 08:13:54,2.11,NORMAL
2024-10-01 08:28:54,2.13,NORMAL
2024-10-01 08:43:54,2.15,NORMAL
2024-10-01 08:58:54,2.16,NORMAL
2024-10-01 09:13:54,2.18,NORMAL
2024-10-01 09:28:54,2.19,NORMAL
2024-10-01 09:43:54,2.19,NORMAL
2024-10-01 09:58:54,2.2,NORMAL
2024-10-01 10:13:54,2.2,NORMAL
2024-10-01 10:28:54,2.2,NORMAL
2024-10-01 10:43:54,2.19,NORMAL
2024-10-01 10:58:54,1.64,NORMAL
2024-10-01 11:13:54,2.17,NORMAL
2024-10-01 11:28:54,2.16,NORMAL
2024-10-01 11:43:54,2.15,NORMAL
2024-10-01 11:58:54,2.13,NORMAL
2024-10-01 12:13:54,2.11,NORMAL
2024-10-01 12:28:54,2.09,NORMAL
2024-10-01 12:43:54,2.06,NORMAL
2024-10-01 12:58:54,2.04,NORMAL
2024-10-01 13:13:54,2.01,NORMAL
2024-10-01 13:28:54,1.99,NORMAL
2024-10-01 13:43:54,1.96,NORMAL
2024-10-01 13:58:54,1.94,NORMAL
2024-10-01 14:13:54,1.92,NORMAL
2024-10-01 14:28:54,1.89,NORMAL
2024-10-01 14:43:54,1.87,NORMAL
2024-10-01 14:58:54,1.86,NORMAL
2024-10-01 15:13:54,1.84,NORMAL
2024-10-01 15:28:54,1.83,NORMAL
2024-10-01 15:43:54,1.81,NORMAL
2024-10-01 15:58:54,1.81,NORMAL
2024-10-01 16:13:54,1.8,NORMAL
2024-10-01 16:28:54,2.19,NORMAL
2024-10-01 16:43:54,1.8,NORMAL
2024-10-01 16:58:54,1.81,NORMAL
2024-10-01 17:13:54,1.81,NORMAL
2024-10-01 17:28:54,1.82,NORMAL
2024-10-01 17:43:54,1.84,NORMAL
2024-10-01 17:58:54,1.85,NORMAL
2024-10-01 18:13:54,1.87,NORMAL
2024-10-01 18:28:54,1.89,NORMAL
2024-10-01 18:43:54,0.98,ANOMALOUS
