Timestamp,Water Volume (L),Flow Rate (L/min)
2024-09-26 13:55:03.908551,0.37357448217151434,0.7453027400712355
2024-09-26 14:10:03.908551,1.4575230565984008,0.5663962246215997
2024-09-26 14:25:03.908551,0.4636160111686819,0.44270626389182244
2024-09-26 14:40:03.908551,0.6048597003160985,0.5349811500724257
2024-09-26 14:55:03.908551,0.3935054842803063,0.6972404654582909
2024-09-26 15:10:03.908551,0.39315971081427403,0.7156145590376106
2024-09-26 15:25:03.908551,1.3582407520850692,0.3416992308878598
2024-09-26 15:40:03.908551,0.5782931343902903,0.2363525899099415
2024-09-26 15:55:03.908551,0.3529195463525391,0.22007558232133065
2024-09-26 16:10:03.908551,0.6254368818942777,0.7996354770487479
2024-09-26 16:25:03.908551,0.595442468360452,0.4713155427937982
2024-09-26 16:40:03.908551,0.5380272309210492,0.3904698547919236
2024-09-26 16:55:03.908551,0.7238064831261499,0.3208099269338556
2024-09-26 17:10:03.908551,0.25452412044874634,0.22644956147757545
2024-09-26 17:25:03.908551,0.7624484062317025,0.306112997682519
2024-09-26 17:40:03.908551,0.5167395991178693,0.4260031660273443
2024-09-26 17:55:03.908551,0.3933132814355721,0.3919499775815839
2024-09-26 18:10:03.908551,0.34346886090820583,0.6169307029479254
2024-09-26 18:25:03.908551,0.2830333697397272,0.5328954919848383
2024-09-26 18:40:03.908551,0.7114309549448292,0.37389144878687663
2024-09-26 18:55:03.908551,0.44716245512764663,0.8122576680424582
2024-09-26 19:10:03.908551,0.635891297011085,0.30843829098189335
2024-09-26 19:25:03.908551,0.44097404786890143,0.2343388091062878
2024-09-26 19:40:03.908551,0.16757530091383083,0.6279062166702636
2024-09-26 19:55:03.908551,0.42769608818595595,0.689200945736436
2024-09-26 20:10:03.908551,0.40286409048227567,0.07008303870350308
2024-09-26 20:25:03.908551,0.24176624664330615,0.493403894079755
2024-09-26 20:40:03.908551,1.3049628644262672,0.3016110316756325
2024-09-26 20:55:03.908551,0.6354746638649228,0.33189023678771656
2024-09-26 21:10:03.908551,0.430388850801374,0.566544244802359
2024-09-26 21:25:03.908551,0.7316121052260822,0.27492144203251895
2024-09-26 21:40:03.908551,1.4912851700398055,0.4078193633561601
2024-09-26 21:55:03.908551,0.5212282609250998,0.6238461346709734
2024-09-26 22:10:03.908551,0.2056627470331931,0.6283829751064804
2024-09-26 22:25:03.908551,0.365365482095113,0.48385045483434214
2024-09-26 22:40:03.908551,0.26144966187683527,0.3553556773604577
2024-09-26 22:55:03.908551,0.7887385454778497,0.31095788239480504
2024-09-26 23:10:03.908551,0.4567852529757415,0.3499520680770565
2024-09-26 23:25:03.908551,1.2431162582128048,0.6469821083723044
2024-09-26 23:40:03.908551,0.639003823492469,0.39241694067084115
2024-09-26 23:55:03.908551,0.6198573691535416,0.7809177885854306
2024-09-27 00:10:03.908551,0.4365831333081469,0.7471059724131435
2024-09-27 00:25:03.908551,0.6870900311476991,0.48871291568292824
2024-09-27 00:40:03.908551,0.5327057424895599,0.6010386813360323
2024-09-27 00:55:03.908551,0.7002364353633594,0.17043983520782363
2024-09-27 01:10:03.908551,0.7018152071268662,0.5307681182825104
2024-09-27 01:25:03.908551,0.6845220180831935,0.6956149630971133
2024-09-27 01:40:03.908551,0.43721284149389994,1.0754768978273055
2024-09-27 01:55:03.908551,0.24409711003353843,0.2283812256575969
2024-09-27 02:10:03.908551,0.6620065351938774,0.28715195474410227
2024-09-27 02:25:03.908551,0.24995662020895096,0.745805226507354
2024-09-27 02:40:03.908551,0.6177547020148626,0.36667530290743533
2024-09-27 02:55:03.908551,0.4215030099470137,0.7666860499686432
2024-09-27 03:10:03.908551,0.7879485587736141,0.37093630910075115
2024-09-27 03:25:03.908551,0.6095265515934011,0.44162701654021214
2024-09-27 03:40:03.908551,0.5959916340405482,0.5629043210869276
2024-09-27 03:55:03.908551,0.3942660580453203,0.6144296749764807
2024-09-27 04:10:03.908551,1.4543471246846162,0.263484429535115
2024-09-27 04:25:03.908551,0.36337317035280997,0.3124155457931926
2024-09-27 04:40:03.908551,0.2073845818593557,0.6717515327455115
2024-09-27 04:55:03.908551,0.4505870538288095,0.7765278453585571
2024-09-27 05:10:03.908551,0.6716304992862395,-0.17786768608200174
2024-09-27 05:25:03.908551,0.7522927675990281,1.1165881308683627
2024-09-27 05:40:03.908551,0.4501730144659679,0.5243285638262054
2024-09-27 05:55:03.908551,0.3849394070172064,0.7433101945827558
2024-09-27 06:10:03.908551,0.5396753549152415,0.21759083287924444
2024-09-27 06:25:03.908551,0.23026561441481366,-0.005441102107068108
2024-09-27 06:40:03.908551,0.6911480906683515,0.42373628905763305
2024-09-27 06:55:03.908551,0.6434393684448487,0.20310877009799677
2024-09-27 07:10:03.908551,0.6040385993334068,0.21663337166194455
2024-09-27 07:25:03.908551,0.44850998720698765,1.2005627117287327
2024-09-27 07:40:03.908551,0.3190540310039482,0.2500751717807016
2024-09-27 07:55:03.908551,0.5766646902050794,0.5442544611466702
2024-09-27 08:10:03.908551,0.5939644891830511,0.727556031168594
2024-09-27 08:25:03.908551,0.4777629338520368,0.2296976698898254
2024-09-27 08:40:03.908551,1.2014951049834062,0.33246504091562995
2024-09-27 08:55:03.908551,0.3198077432893684,0.44140164967038525
2024-09-27 09:10:03.908551,0.6429119156354273,0.5081591720510492
2024-09-27 09:25:03.908551,0.27438922495835655,-0.04559903456944803
2024-09-27 09:40:03.908551,0.5565106556894844,0.7991889129878758
2024-09-27 09:55:03.908551,0.6317065896444665,0.4998579743214776
2024-09-27 10:10:03.908551,0.7414305787659008,0.7636968512501492
2024-09-27 10:25:03.908551,0.5560717425709507,0.6931315155081981
2024-09-27 10:40:03.908551,0.5766156121959669,0.6988201737038888
2024-09-27 10:55:03.908551,0.7417453744416989,0.30586622713960887
2024-09-27 11:10:03.908551,0.6491584809422513,0.7811762505817856
2024-09-27 11:25:03.908551,0.5649077166086154,0.6529105824117293
2024-09-27 11:40:03.908551,0.6993264783464057,0.36273588801424694
2024-09-27 11:55:03.908551,0.700218032659143,0.26634068249676535
2024-09-27 12:10:03.908551,0.49623793920073556,0.48014557943823555
2024-09-27 12:25:03.908551,0.4074921590497279,0.2373777497084209
2024-09-27 12:40:03.908551,0.4788313712063527,0.6052862073532284
2024-09-27 12:55:03.908551,0.6746653227085266,0.28907308087236255
2024-09-27 13:10:03.908551,0.7750002808203844,0.7639900735938698
2024-09-27 13:25:03.908551,0.2663765866982463,0.28488779765935146
2024-09-27 13:40:03.908551,0.5028831792721198,0.7554154655681087
2024-09-27 13:55:03.908551,0.37580457066732187,-0.19335786481551157
2024-09-27 14:10:03.908551,0.5684915143745516,0.5441775126460677
2024-09-27 14:25:03.908551,0.4092485512048403,0.6285984880540078
2024-09-27 14:40:03.908551,0.25505520756774536,0.4813348988857656
